year,role,reporter_code,country,value_usd,net_kg,unit_usd_kg,rank,share,cum_share,provisional
2023,importer,214,Dominican Rep.,601116.146,428743.15,1.402,89,7e-05,0.99939,False
2023,importer,807,North Macedonia,597518.753,394146.0,1.516,90,7e-05,0.99946,False
2023,importer,788,Tunisia,541386.769,201191.0,2.6909,91,6e-05,0.99952,False
2023,importer,76,Brazil,486680.0,190063.0,2.5606,92,6e-05,0.99958,False
2023,importer,28,Antigua and Barbuda,410732.296,0.0,0.0,93,5e-05,0.99963,False
2023,importer,52,Barbados,410166.5,320938.0,1.278,94,5e-05,0.99968,False
2023,importer,466,Mali,386545.133,3902000.0,0.0991,95,5e-05,0.99973,False
2023,importer,360,Indonesia,324915.0,64651.0,5.0257,96,4e-05,0.99977,False
2023,importer,242,Fiji,266903.836,75766.5,3.5227,97,3e-05,0.9998,False
2023,importer,690,Seychelles,233767.554,38344.995,6.0964,98,3e-05,0.99983,False
2023,importer,262,Djibouti,188181.246,519331.0,0.3624,99,2e-05,0.99985,False
2023,importer,132,Cabo Verde,177741.247,54698.0,3.2495,100,2e-05,0.99987,False
2023,importer,508,Mozambique,154000.0,64654.0,2.3819,101,2e-05,0.99989,False
2023,importer,376,Israel,120000.0,39750.635,3.0188,102,1e-05,0.9999,False
2023,importer,426,Lesotho,117241.123,152587.89,0.7684,103,1e-05,0.99991,False
2023,importer,600,Paraguay,109605.94,678610.0,0.1615,104,1e-05,0.99992,False
2023,importer,834,United Rep. of Tanzania,85868.81,230119.0,0.3731,105,1e-05,0.99993,False
2023,importer,562,Niger,80101.83,30679.0,2.611,106,1e-05,0.99994,False
2023,importer,417,Kyrgyzstan,79407.0,41958.0,1.8925,107,1e-05,0.99995,False
2023,importer,748,Eswatini,79248.04,43395.51,1.8262,108,1e-05,0.99996,False
2023,importer,854,Burkina Faso,61679.95,0.0,0.0,109,1e-05,0.99997,False
2023,importer,478,Mauritania,59072.471,375109.0,0.1575,110,1e-05,0.99998,False
2023,importer,496,Mongolia,44708.045,9539.0,4.6869,111,1e-05,0.99999,False
2023,importer,116,Cambodia,37504.68,34933.5,1.0736,112,0.0,0.99999,False
2023,importer,64,Bhutan,34285.561,13944.5,2.4587,113,0.0,0.99999,False
2023,importer,894,Zambia,23345.296,12340.39,1.8918,114,0.0,0.99999,False
2023,importer,20,Andorra,20432.036,3927.2,5.2027,115,0.0,0.99999,False
2023,importer,430,Liberia,16740.0,450.0,37.2,116,0.0,0.99999,False
2023,importer,558,Nicaragua,16474.55,5107.2,3.2257,117,0.0,0.99999,False
2023,importer,328,Guyana,12286.328,12783.0,0.9611,118,0.0,0.99999,False
2023,importer,887,Yemen,11324.629,20570.0,0.5505,119,0.0,0.99999,False
